Datum;Eröffnung;Hoch;Tief;Schluss;Währung;Volumen
19.04.2000;1.357,04;1.357,04;1.357,04;1.357,04;Pkt.;0
20.04.2000;1.362,99;1.362,99;1.362,99;1.362,99;Pkt.;0
21.04.2000;1.362,52;1.362,52;1.362,52;1.362,52;Pkt.;0
24.04.2000;1.363,39;1.363,39;1.363,39;1.363,39;Pkt.;0
25.04.2000;1.384,11;1.384,11;1.384,11;1.384,11;Pkt.;0
26.04.2000;1.379,56;1.379,56;1.379,56;1.379,56;Pkt.;0
27.04.2000;1.369,97;1.369,97;1.369,97;1.369,97;Pkt.;0
28.04.2000;1.370,11;1.370,11;1.370,11;1.370,11;Pkt.;0
01.05.2000;1.379,51;1.379,51;1.379,51;1.379,51;Pkt.;0
02.05.2000;1.378,14;1.378,14;1.378,14;1.378,14;Pkt.;0
03.05.2000;1.348,08;1.348,08;1.348,08;1.348,08;Pkt.;0
04.05.2000;1.345,10;1.345,10;1.345,10;1.345,10;Pkt.;0
05.05.2000;1.355,94;1.355,94;1.355,94;1.355,94;Pkt.;0
08.05.2000;1.348,43;1.348,43;1.348,43;1.348,43;Pkt.;0
09.05.2000;1.335,83;1.335,83;1.335,83;1.335,83;Pkt.;0
10.05.2000;1.317,04;1.317,04;1.317,04;1.317,04;Pkt.;0
11.05.2000;1.327,87;1.327,87;1.327,87;1.327,87;Pkt.;0
12.05.2000;1.344,75;1.344,75;1.344,75;1.344,75;Pkt.;0
15.05.2000;1.352,21;1.352,21;1.352,21;1.352,21;Pkt.;0
16.05.2000;1.369,78;1.369,78;1.369,78;1.369,78;Pkt.;0
17.05.2000;1.345,57;1.345,57;1.345,57;1.345,57;Pkt.;0
18.05.2000;1.340,34;1.340,34;1.340,34;1.340,34;Pkt.;0
19.05.2000;1.314,59;1.314,59;1.314,59;1.314,59;Pkt.;0
22.05.2000;1.302,55;1.302,55;1.302,55;1.302,55;Pkt.;0
23.05.2000;1.295,39;1.295,39;1.295,39;1.295,39;Pkt.;0
24.05.2000;1.300,42;1.300,42;1.300,42;1.300,42;Pkt.;0
25.05.2000;1.301,02;1.301,02;1.301,02;1.301,02;Pkt.;0
26.05.2000;1.302,29;1.302,29;1.302,29;1.302,29;Pkt.;0
29.05.2000;1.307,96;1.307,96;1.307,96;1.307,96;Pkt.;0
30.05.2000;1.337,95;1.337,95;1.337,95;1.337,95;Pkt.;0
31.05.2000;1.334,14;1.334,14;1.334,14;1.334,14;Pkt.;0
01.06.2000;1.356,12;1.356,12;1.356,12;1.356,12;Pkt.;0
02.06.2000;1.390,18;1.390,18;1.390,18;1.390,18;Pkt.;0
05.06.2000;1.388,46;1.388,46;1.388,46;1.388,46;Pkt.;0
06.06.2000;1.390,11;1.390,11;1.390,11;1.390,11;Pkt.;0
07.06.2000;1.391,89;1.391,89;1.391,89;1.391,89;Pkt.;0
08.06.2000;1.385,37;1.385,37;1.385,37;1.385,37;Pkt.;0
09.06.2000;1.379,61;1.379,61;1.379,61;1.379,61;Pkt.;0
12.06.2000;1.376,86;1.376,86;1.376,86;1.376,86;Pkt.;0
13.06.2000;1.387,10;1.387,10;1.387,10;1.387,10;Pkt.;0
14.06.2000;1.390,05;1.390,05;1.390,05;1.390,05;Pkt.;0
15.06.2000;1.385,13;1.385,13;1.385,13;1.385,13;Pkt.;0
16.06.2000;1.380,48;1.380,48;1.380,48;1.380,48;Pkt.;0
19.06.2000;1.392,61;1.392,61;1.392,61;1.392,61;Pkt.;0
20.06.2000;1.394,38;1.394,38;1.394,38;1.394,38;Pkt.;0
21.06.2000;1.390,58;1.390,58;1.390,58;1.390,58;Pkt.;0
22.06.2000;1.374,65;1.374,65;1.374,65;1.374,65;Pkt.;0
23.06.2000;1.365,73;1.365,73;1.365,73;1.365,73;Pkt.;0
26.06.2000;1.368,01;1.368,01;1.368,01;1.368,01;Pkt.;0
27.06.2000;1.369,55;1.369,55;1.369,55;1.369,55;Pkt.;0
28.06.2000;1.376,13;1.376,13;1.376,13;1.376,13;Pkt.;0
29.06.2000;1.366,25;1.366,25;1.366,25;1.366,25;Pkt.;0
30.06.2000;1.377,72;1.377,72;1.377,72;1.377,72;Pkt.;0
03.07.2000;1.388,85;1.388,85;1.388,85;1.388,85;Pkt.;0
04.07.2000;1.388,26;1.388,26;1.388,26;1.388,26;Pkt.;0
05.07.2000;1.376,18;1.376,18;1.376,18;1.376,18;Pkt.;0
06.07.2000;1.378,76;1.378,76;1.378,76;1.378,76;Pkt.;0
07.07.2000;1.394,35;1.394,35;1.394,35;1.394,35;Pkt.;0
10.07.2000;1.395,88;1.395,88;1.395,88;1.395,88;Pkt.;0
11.07.2000;1.396,12;1.396,12;1.396,12;1.396,12;Pkt.;0
12.07.2000;1.400,19;1.400,19;1.400,19;1.400,19;Pkt.;0
13.07.2000;1.395,93;1.395,93;1.395,93;1.395,93;Pkt.;0
14.07.2000;1.404,51;1.404,51;1.404,51;1.404,51;Pkt.;0
17.07.2000;1.405,83;1.405,83;1.405,83;1.405,83;Pkt.;0
18.07.2000;1.389,23;1.389,23;1.389,23;1.389,23;Pkt.;0
19.07.2000;1.381,31;1.381,31;1.381,31;1.381,31;Pkt.;0
20.07.2000;1.391,49;1.391,49;1.391,49;1.391,49;Pkt.;0
21.07.2000;1.377,75;1.377,75;1.377,75;1.377,75;Pkt.;0
24.07.2000;1.369,57;1.369,57;1.369,57;1.369,57;Pkt.;0
25.07.2000;1.374,14;1.374,14;1.374,14;1.374,14;Pkt.;0
26.07.2000;1.364,08;1.364,08;1.364,08;1.364,08;Pkt.;0
27.07.2000;1.353,73;1.353,73;1.353,73;1.353,73;Pkt.;0
28.07.2000;1.329,38;1.329,38;1.329,38;1.329,38;Pkt.;0
31.07.2000;1.337,65;1.337,65;1.337,65;1.337,65;Pkt.;0
01.08.2000;1.343,45;1.343,45;1.343,45;1.343,45;Pkt.;0
02.08.2000;1.341,13;1.341,13;1.341,13;1.341,13;Pkt.;0
03.08.2000;1.336,49;1.336,49;1.336,49;1.336,49;Pkt.;0
04.08.2000;1.347,83;1.347,83;1.347,83;1.347,83;Pkt.;0
07.08.2000;1.357,17;1.357,17;1.357,17;1.357,17;Pkt.;0
08.08.2000;1.356,30;1.356,30;1.356,30;1.356,30;Pkt.;0
09.08.2000;1.356,35;1.356,35;1.356,35;1.356,35;Pkt.;0
10.08.2000;1.353,64;1.353,64;1.353,64;1.353,64;Pkt.;0
11.08.2000;1.357,52;1.357,52;1.357,52;1.357,52;Pkt.;0
14.08.2000;1.369,14;1.369,14;1.369,14;1.369,14;Pkt.;0
15.08.2000;1.370,86;1.370,86;1.370,86;1.370,86;Pkt.;0
16.08.2000;1.371,31;1.371,31;1.371,31;1.371,31;Pkt.;0
17.08.2000;1.374,48;1.374,48;1.374,48;1.374,48;Pkt.;0
18.08.2000;1.370,69;1.370,69;1.370,69;1.370,69;Pkt.;0
21.08.2000;1.370,97;1.370,97;1.370,97;1.370,97;Pkt.;0
22.08.2000;1.371,26;1.371,26;1.371,26;1.371,26;Pkt.;0
23.08.2000;1.374,60;1.374,60;1.374,60;1.374,60;Pkt.;0
24.08.2000;1.378,79;1.378,79;1.378,79;1.378,79;Pkt.;0
25.08.2000;1.383,45;1.383,45;1.383,45;1.383,45;Pkt.;0
28.08.2000;1.388,21;1.388,21;1.388,21;1.388,21;Pkt.;0
29.08.2000;1.383,41;1.383,41;1.383,41;1.383,41;Pkt.;0
30.08.2000;1.374,85;1.374,85;1.374,85;1.374,85;Pkt.;0
31.08.2000;1.379,87;1.379,87;1.379,87;1.379,87;Pkt.;0
01.09.2000;1.395,15;1.395,15;1.395,15;1.395,15;Pkt.;0
04.09.2000;1.398,42;1.398,42;1.398,42;1.398,42;Pkt.;0
05.09.2000;1.380,38;1.380,38;1.380,38;1.380,38;Pkt.;0
06.09.2000;1.364,40;1.364,40;1.364,40;1.364,40;Pkt.;0
07.09.2000;1.365,52;1.365,52;1.365,52;1.365,52;Pkt.;0
08.09.2000;1.353,77;1.353,77;1.353,77;1.353,77;Pkt.;0
11.09.2000;1.345,15;1.345,15;1.345,15;1.345,15;Pkt.;0
12.09.2000;1.336,41;1.336,41;1.336,41;1.336,41;Pkt.;0
13.09.2000;1.335,75;1.335,75;1.335,75;1.335,75;Pkt.;0
14.09.2000;1.336,42;1.336,42;1.336,42;1.336,42;Pkt.;0
15.09.2000;1.326,19;1.326,19;1.326,19;1.326,19;Pkt.;0
18.09.2000;1.307,98;1.307,98;1.307,98;1.307,98;Pkt.;0
19.09.2000;1.316,40;1.316,40;1.316,40;1.316,40;Pkt.;0
20.09.2000;1.308,38;1.308,38;1.308,38;1.308,38;Pkt.;0
21.09.2000;1.303,03;1.303,03;1.303,03;1.303,03;Pkt.;0
22.09.2000;1.309,53;1.309,53;1.309,53;1.309,53;Pkt.;0
25.09.2000;1.308,01;1.308,01;1.308,01;1.308,01;Pkt.;0
26.09.2000;1.299,70;1.299,70;1.299,70;1.299,70;Pkt.;0
27.09.2000;1.297,53;1.297,53;1.297,53;1.297,53;Pkt.;0
28.09.2000;1.312,46;1.312,46;1.312,46;1.312,46;Pkt.;0
29.09.2000;1.305,25;1.305,25;1.305,25;1.305,25;Pkt.;0
02.10.2000;1.307,24;1.307,24;1.307,24;1.307,24;Pkt.;0
03.10.2000;1.302,84;1.302,84;1.302,84;1.302,84;Pkt.;0
04.10.2000;1.304,13;1.304,13;1.304,13;1.304,13;Pkt.;0
05.10.2000;1.305,72;1.305,72;1.305,72;1.305,72;Pkt.;0
06.10.2000;1.289,48;1.289,48;1.289,48;1.289,48;Pkt.;0
09.10.2000;1.276,51;1.276,51;1.276,51;1.276,51;Pkt.;0
10.10.2000;1.269,42;1.269,42;1.269,42;1.269,42;Pkt.;0
11.10.2000;1.247,31;1.247,31;1.247,31;1.247,31;Pkt.;0
12.10.2000;1.226,49;1.226,49;1.226,49;1.226,49;Pkt.;0
13.10.2000;1.247,98;1.247,98;1.247,98;1.247,98;Pkt.;0
16.10.2000;1.245,87;1.245,87;1.245,87;1.245,87;Pkt.;0
17.10.2000;1.228,02;1.228,02;1.228,02;1.228,02;Pkt.;0
18.10.2000;1.217,00;1.217,00;1.217,00;1.217,00;Pkt.;0
19.10.2000;1.244,27;1.244,27;1.244,27;1.244,27;Pkt.;0
20.10.2000;1.252,56;1.252,56;1.252,56;1.252,56;Pkt.;0
23.10.2000;1.255,08;1.255,08;1.255,08;1.255,08;Pkt.;0
24.10.2000;1.264,39;1.264,39;1.264,39;1.264,39;Pkt.;0
25.10.2000;1.240,83;1.240,83;1.240,83;1.240,83;Pkt.;0
26.10.2000;1.238,11;1.238,11;1.238,11;1.238,11;Pkt.;0
27.10.2000;1.253,73;1.253,73;1.253,73;1.253,73;Pkt.;0
30.10.2000;1.261,50;1.261,50;1.261,50;1.261,50;Pkt.;0
31.10.2000;1.282,14;1.282,14;1.282,14;1.282,14;Pkt.;0
01.11.2000;1.288,21;1.288,21;1.288,21;1.288,21;Pkt.;0
02.11.2000;1.293,27;1.293,27;1.293,27;1.293,27;Pkt.;0
03.11.2000;1.295,78;1.295,78;1.295,78;1.295,78;Pkt.;0
06.11.2000;1.300,05;1.300,05;1.300,05;1.300,05;Pkt.;0
07.11.2000;1.299,05;1.299,05;1.299,05;1.299,05;Pkt.;0
08.11.2000;1.284,65;1.284,65;1.284,65;1.284,65;Pkt.;0
09.11.2000;1.274,76;1.274,76;1.274,76;1.274,76;Pkt.;0
10.11.2000;1.252,45;1.252,45;1.252,45;1.252,45;Pkt.;0
13.11.2000;1.235,31;1.235,31;1.235,31;1.235,31;Pkt.;0
14.11.2000;1.258,67;1.258,67;1.258,67;1.258,67;Pkt.;0
15.11.2000;1.264,26;1.264,26;1.264,26;1.264,26;Pkt.;0
16.11.2000;1.248,52;1.248,52;1.248,52;1.248,52;Pkt.;0
17.11.2000;1.243,87;1.243,87;1.243,87;1.243,87;Pkt.;0
20.11.2000;1.221,84;1.221,84;1.221,84;1.221,84;Pkt.;0
21.11.2000;1.222,02;1.222,02;1.222,02;1.222,02;Pkt.;0
22.11.2000;1.198,67;1.198,67;1.198,67;1.198,67;Pkt.;0
23.11.2000;1.200,92;1.200,92;1.200,92;1.200,92;Pkt.;0
24.11.2000;1.214,76;1.214,76;1.214,76;1.214,76;Pkt.;0
27.11.2000;1.227,60;1.227,60;1.227,60;1.227,60;Pkt.;0
28.11.2000;1.217,80;1.217,80;1.217,80;1.217,80;Pkt.;0
29.11.2000;1.218,67;1.218,67;1.218,67;1.218,67;Pkt.;0
30.11.2000;1.203,05;1.203,05;1.203,05;1.203,05;Pkt.;0
01.12.2000;1.210,53;1.210,53;1.210,53;1.210,53;Pkt.;0
04.12.2000;1.216,20;1.216,20;1.216,20;1.216,20;Pkt.;0
05.12.2000;1.248,26;1.248,26;1.248,26;1.248,26;Pkt.;0
06.12.2000;1.236,41;1.236,41;1.236,41;1.236,41;Pkt.;0
07.12.2000;1.230,66;1.230,66;1.230,66;1.230,66;Pkt.;0
08.12.2000;1.245,37;1.245,37;1.245,37;1.245,37;Pkt.;0
11.12.2000;1.259,10;1.259,10;1.259,10;1.259,10;Pkt.;0
12.12.2000;1.253,39;1.253,39;1.253,39;1.253,39;Pkt.;0
13.12.2000;1.245,03;1.245,03;1.245,03;1.245,03;Pkt.;0
14.12.2000;1.233,08;1.233,08;1.233,08;1.233,08;Pkt.;0
15.12.2000;1.211,47;1.211,47;1.211,47;1.211,47;Pkt.;0
18.12.2000;1.216,82;1.216,82;1.216,82;1.216,82;Pkt.;0
19.12.2000;1.207,50;1.207,50;1.207,50;1.207,50;Pkt.;0
20.12.2000;1.178,16;1.178,16;1.178,16;1.178,16;Pkt.;0
21.12.2000;1.179,30;1.179,30;1.179,30;1.179,30;Pkt.;0
22.12.2000;1.197,95;1.197,95;1.197,95;1.197,95;Pkt.;0
25.12.2000;1.201,88;1.201,88;1.201,88;1.201,88;Pkt.;0
26.12.2000;1.206,91;1.206,91;1.206,91;1.206,91;Pkt.;0
27.12.2000;1.219,15;1.219,15;1.219,15;1.219,15;Pkt.;0
28.12.2000;1.222,04;1.222,04;1.222,04;1.222,04;Pkt.;0
29.12.2000;1.221,25;1.221,25;1.221,25;1.221,25;Pkt.;0
01.01.2001;1.221,25;1.221,25;1.221,25;1.221,25;Pkt.;0
02.01.2001;1.201,87;1.201,87;1.201,87;1.201,87;Pkt.;0
03.01.2001;1.227,49;1.227,49;1.227,49;1.227,49;Pkt.;0
04.01.2001;1.227,17;1.227,17;1.227,17;1.227,17;Pkt.;0
05.01.2001;1.211,43;1.211,43;1.211,43;1.211,43;Pkt.;0
08.01.2001;1.206,86;1.206,86;1.206,86;1.206,86;Pkt.;0
09.01.2001;1.200,30;1.200,30;1.200,30;1.200,30;Pkt.;0
10.01.2001;1.202,42;1.202,42;1.202,42;1.202,42;Pkt.;0
11.01.2001;1.213,19;1.213,19;1.213,19;1.213,19;Pkt.;0
12.01.2001;1.211,98;1.211,98;1.211,98;1.211,98;Pkt.;0
15.01.2001;1.210,64;1.210,64;1.210,64;1.210,64;Pkt.;0
16.01.2001;1.212,34;1.212,34;1.212,34;1.212,34;Pkt.;0
17.01.2001;1.219,39;1.219,39;1.219,39;1.219,39;Pkt.;0
18.01.2001;1.233,70;1.233,70;1.233,70;1.233,70;Pkt.;0
19.01.2001;1.229,60;1.229,60;1.229,60;1.229,60;Pkt.;0
22.01.2001;1.229,82;1.229,82;1.229,82;1.229,82;Pkt.;0
23.01.2001;1.238,20;1.238,20;1.238,20;1.238,20;Pkt.;0
24.01.2001;1.236,39;1.236,39;1.236,39;1.236,39;Pkt.;0
25.01.2001;1.233,86;1.233,86;1.233,86;1.233,86;Pkt.;0
26.01.2001;1.231,86;1.231,86;1.231,86;1.231,86;Pkt.;0
29.01.2001;1.236,39;1.236,39;1.236,39;1.236,39;Pkt.;0
30.01.2001;1.243,55;1.243,55;1.243,55;1.243,55;Pkt.;0
31.01.2001;1.244,22;1.244,22;1.244,22;1.244,22;Pkt.;0
01.02.2001;1.249,18;1.249,18;1.249,18;1.249,18;Pkt.;0
02.02.2001;1.229,95;1.229,95;1.229,95;1.229,95;Pkt.;0
05.02.2001;1.232,54;1.232,54;1.232,54;1.232,54;Pkt.;0
06.02.2001;1.230,11;1.230,11;1.230,11;1.230,11;Pkt.;0
07.02.2001;1.219,20;1.219,20;1.219,20;1.219,20;Pkt.;0
08.02.2001;1.207,95;1.207,95;1.207,95;1.207,95;Pkt.;0
09.02.2001;1.194,63;1.194,63;1.194,63;1.194,63;Pkt.;0
12.02.2001;1.207,96;1.207,96;1.207,96;1.207,96;Pkt.;0
13.02.2001;1.198,79;1.198,79;1.198,79;1.198,79;Pkt.;0
14.02.2001;1.191,44;1.191,44;1.191,44;1.191,44;Pkt.;0
15.02.2001;1.196,28;1.196,28;1.196,28;1.196,28;Pkt.;0
16.02.2001;1.180,34;1.180,34;1.180,34;1.180,34;Pkt.;0
19.02.2001;1.179,56;1.179,56;1.179,56;1.179,56;Pkt.;0
20.02.2001;1.162,40;1.162,40;1.162,40;1.162,40;Pkt.;0
21.02.2001;1.146,80;1.146,80;1.146,80;1.146,80;Pkt.;0
22.02.2001;1.142,87;1.142,87;1.142,87;1.142,87;Pkt.;0
23.02.2001;1.134,80;1.134,80;1.134,80;1.134,80;Pkt.;0
26.02.2001;1.150,12;1.150,12;1.150,12;1.150,12;Pkt.;0
27.02.2001;1.149,08;1.149,08;1.149,08;1.149,08;Pkt.;0
28.02.2001;1.137,88;1.137,88;1.137,88;1.137,88;Pkt.;0
01.03.2001;1.137,19;1.137,19;1.137,19;1.137,19;Pkt.;0
02.03.2001;1.130,22;1.130,22;1.130,22;1.130,22;Pkt.;0
05.03.2001;1.135,52;1.135,52;1.135,52;1.135,52;Pkt.;0
06.03.2001;1.149,10;1.149,10;1.149,10;1.149,10;Pkt.;0
07.03.2001;1.152,02;1.152,02;1.152,02;1.152,02;Pkt.;0
08.03.2001;1.152,92;1.152,92;1.152,92;1.152,92;Pkt.;0
09.03.2001;1.133,75;1.133,75;1.133,75;1.133,75;Pkt.;0
12.03.2001;1.093,10;1.093,10;1.093,10;1.093,10;Pkt.;0
13.03.2001;1.090,84;1.090,84;1.090,84;1.090,84;Pkt.;0
14.03.2001;1.066,23;1.066,23;1.066,23;1.066,23;Pkt.;0
15.03.2001;1.075,17;1.075,17;1.075,17;1.075,17;Pkt.;0
16.03.2001;1.050,53;1.050,53;1.050,53;1.050,53;Pkt.;0
19.03.2001;1.059,48;1.059,48;1.059,48;1.059,48;Pkt.;0
20.03.2001;1.052,21;1.052,21;1.052,21;1.052,21;Pkt.;0
21.03.2001;1.039,60;1.039,60;1.039,60;1.039,60;Pkt.;0
22.03.2001;1.014,63;1.014,63;1.014,63;1.014,63;Pkt.;0
23.03.2001;1.039,65;1.039,65;1.039,65;1.039,65;Pkt.;0
26.03.2001;1.063,74;1.063,74;1.063,74;1.063,74;Pkt.;0
27.03.2001;1.086,02;1.086,02;1.086,02;1.086,02;Pkt.;0
28.03.2001;1.065,40;1.065,40;1.065,40;1.065,40;Pkt.;0
29.03.2001;1.055,21;1.055,21;1.055,21;1.055,21;Pkt.;0
30.03.2001;1.061,26;1.061,26;1.061,26;1.061,26;Pkt.;0
02.04.2001;1.050,52;1.050,52;1.050,52;1.050,52;Pkt.;0
03.04.2001;1.024,60;1.024,60;1.024,60;1.024,60;Pkt.;0
04.04.2001;1.031,47;1.031,47;1.031,47;1.031,47;Pkt.;0
05.04.2001;1.062,65;1.062,65;1.062,65;1.062,65;Pkt.;0
06.04.2001;1.053,08;1.053,08;1.053,08;1.053,08;Pkt.;0
09.04.2001;1.057,97;1.057,97;1.057,97;1.057,97;Pkt.;0
10.04.2001;1.075,24;1.075,24;1.075,24;1.075,24;Pkt.;0
11.04.2001;1.075,41;1.075,41;1.075,41;1.075,41;Pkt.;0
12.04.2001;1.088,62;1.088,62;1.088,62;1.088,62;Pkt.;0
13.04.2001;1.088,11;1.088,11;1.088,11;1.088,11;Pkt.;0
16.04.2001;1.082,29;1.082,29;1.082,29;1.082,29;Pkt.;0
17.04.2001;1.085,90;1.085,90;1.085,90;1.085,90;Pkt.;0
18.04.2001;1.118,76;1.118,76;1.118,76;1.118,76;Pkt.;0
19.04.2001;1.135,06;1.135,06;1.135,06;1.135,06;Pkt.;0
20.04.2001;1.130,58;1.130,58;1.130,58;1.130,58;Pkt.;0
23.04.2001;1.117,04;1.117,04;1.117,04;1.117,04;Pkt.;0
24.04.2001;1.108,90;1.108,90;1.108,90;1.108,90;Pkt.;0
25.04.2001;1.120,20;1.120,20;1.120,20;1.120,20;Pkt.;0
26.04.2001;1.128,38;1.128,38;1.128,38;1.128,38;Pkt.;0
27.04.2001;1.137,86;1.137,86;1.137,86;1.137,86;Pkt.;0
30.04.2001;1.138,09;1.138,09;1.138,09;1.138,09;Pkt.;0
01.05.2001;1.153,09;1.153,09;1.153,09;1.153,09;Pkt.;0
02.05.2001;1.153,80;1.153,80;1.153,80;1.153,80;Pkt.;0
03.05.2001;1.139,21;1.139,21;1.139,21;1.139,21;Pkt.;0
04.05.2001;1.150,75;1.150,75;1.150,75;1.150,75;Pkt.;0
07.05.2001;1.151,14;1.151,14;1.151,14;1.151,14;Pkt.;0
08.05.2001;1.144,19;1.144,19;1.144,19;1.144,19;Pkt.;0
09.05.2001;1.137,11;1.137,11;1.137,11;1.137,11;Pkt.;0
10.05.2001;1.141,98;1.141,98;1.141,98;1.141,98;Pkt.;0
11.05.2001;1.132,91;1.132,91;1.132,91;1.132,91;Pkt.;0
14.05.2001;1.125,21;1.125,21;1.125,21;1.125,21;Pkt.;0
15.05.2001;1.131,69;1.131,69;1.131,69;1.131,69;Pkt.;0
16.05.2001;1.148,86;1.148,86;1.148,86;1.148,86;Pkt.;0
17.05.2001;1.155,64;1.155,64;1.155,64;1.155,64;Pkt.;0
18.05.2001;1.155,99;1.155,99;1.155,99;1.155,99;Pkt.;0
21.05.2001;1.168,50;1.168,50;1.168,50;1.168,50;Pkt.;0
22.05.2001;1.166,37;1.166,37;1.166,37;1.166,37;Pkt.;0
23.05.2001;1.153,57;1.153,57;1.153,57;1.153,57;Pkt.;0
24.05.2001;1.154,27;1.154,27;1.154,27;1.154,27;Pkt.;0
25.05.2001;1.143,75;1.143,75;1.143,75;1.143,75;Pkt.;0
28.05.2001;1.143,95;1.143,95;1.143,95;1.143,95;Pkt.;0
04.06.2001;1.127,68;1.127,68;1.127,68;1.127,68;Pkt.;0
11.06.2001;1.113,11;1.113,11;1.113,11;1.113,11;Pkt.;0
18.06.2001;1.077,86;1.077,86;1.077,86;1.077,86;Pkt.;0
25.06.2001;1.085,17;1.085,17;1.085,17;1.085,17;Pkt.;0
02.07.2001;1.095,41;1.095,41;1.095,41;1.095,41;Pkt.;0
03.07.2001;1.090,63;1.090,63;1.090,63;1.090,63;Pkt.;0
04.07.2001;1.086,94;1.086,94;1.086,94;1.086,94;Pkt.;0
05.07.2001;1.071,72;1.071,72;1.071,72;1.071,72;Pkt.;0
06.07.2001;1.050,75;1.050,75;1.050,75;1.050,75;Pkt.;0
09.07.2001;1.056,09;1.056,09;1.056,09;1.056,09;Pkt.;0
10.07.2001;1.049,79;1.049,79;1.049,79;1.049,79;Pkt.;0
11.07.2001;1.045,70;1.045,70;1.045,70;1.045,70;Pkt.;0
12.07.2001;1.062,59;1.062,59;1.062,59;1.062,59;Pkt.;0
13.07.2001;1.066,91;1.066,91;1.066,91;1.066,91;Pkt.;0
16.07.2001;1.060,29;1.060,29;1.060,29;1.060,29;Pkt.;0
17.07.2001;1.060,60;1.060,60;1.060,60;1.060,60;Pkt.;0
18.07.2001;1.058,78;1.058,78;1.058,78;1.058,78;Pkt.;0
19.07.2001;1.066,98;1.066,98;1.066,98;1.066,98;Pkt.;0
20.07.2001;1.063,46;1.063,46;1.063,46;1.063,46;Pkt.;0
23.07.2001;1.049,46;1.049,46;1.049,46;1.049,46;Pkt.;0
24.07.2001;1.039,12;1.039,12;1.039,12;1.039,12;Pkt.;0
25.07.2001;1.046,54;1.046,54;1.046,54;1.046,54;Pkt.;0
26.07.2001;1.053,15;1.053,15;1.053,15;1.053,15;Pkt.;0
27.07.2001;1.058,54;1.058,54;1.058,54;1.058,54;Pkt.;0
30.07.2001;1.060,17;1.060,17;1.060,17;1.060,17;Pkt.;0
31.07.2001;1.069,67;1.069,67;1.069,67;1.069,67;Pkt.;0
01.08.2001;1.075,67;1.075,67;1.075,67;1.075,67;Pkt.;0
02.08.2001;1.082,97;1.082,97;1.082,97;1.082,97;Pkt.;0
03.08.2001;1.076,81;1.076,81;1.076,81;1.076,81;Pkt.;0
06.08.2001;1.068,05;1.068,05;1.068,05;1.068,05;Pkt.;0
07.08.2001;1.070,44;1.070,44;1.070,44;1.070,44;Pkt.;0
08.08.2001;1.055,56;1.055,56;1.055,56;1.055,56;Pkt.;0
09.08.2001;1.050,24;1.050,24;1.050,24;1.050,24;Pkt.;0
10.08.2001;1.053,90;1.053,90;1.053,90;1.053,90;Pkt.;0
13.08.2001;1.054,73;1.054,73;1.054,73;1.054,73;Pkt.;0
14.08.2001;1.059,30;1.059,30;1.059,30;1.059,30;Pkt.;0
15.08.2001;1.059,08;1.059,08;1.059,08;1.059,08;Pkt.;0
16.08.2001;1.055,82;1.055,82;1.055,82;1.055,82;Pkt.;0
17.08.2001;1.041,46;1.041,46;1.041,46;1.041,46;Pkt.;0
20.08.2001;1.042,75;1.042,75;1.042,75;1.042,75;Pkt.;0
21.08.2001;1.040,49;1.040,49;1.040,49;1.040,49;Pkt.;0
22.08.2001;1.047,20;1.047,20;1.047,20;1.047,20;Pkt.;0
23.08.2001;1.042,02;1.042,02;1.042,02;1.042,02;Pkt.;0
24.08.2001;1.057,95;1.057,95;1.057,95;1.057,95;Pkt.;0
27.08.2001;1.055,32;1.055,32;1.055,32;1.055,32;Pkt.;0
28.08.2001;1.041,83;1.041,83;1.041,83;1.041,83;Pkt.;0
29.08.2001;1.033,20;1.033,20;1.033,20;1.033,20;Pkt.;0
30.08.2001;1.014,60;1.014,60;1.014,60;1.014,60;Pkt.;0
31.08.2001;1.016,73;1.016,73;1.016,73;1.016,73;Pkt.;0
03.09.2001;1.009,94;1.009,94;1.009,94;1.009,94;Pkt.;0
04.09.2001;1.012,49;1.012,49;1.012,49;1.012,49;Pkt.;0
05.09.2001;1.004,78;1.004,78;1.004,78;1.004,78;Pkt.;0
06.09.2001;985,59;985,59;985,59;985,59;Pkt.;0
07.09.2001;971,41;971,41;971,41;971,41;Pkt.;0
10.09.2001;968,08;968,08;968,08;968,08;Pkt.;0
11.09.2001;953,55;953,55;953,55;953,55;Pkt.;0
12.09.2001;949,19;949,19;949,19;949,19;Pkt.;0
13.09.2001;954,49;954,49;954,49;954,49;Pkt.;0
14.09.2001;946,34;946,34;946,34;946,34;Pkt.;0
17.09.2001;921,02;921,02;921,02;921,02;Pkt.;0
18.09.2001;917,07;917,07;917,07;917,07;Pkt.;0
19.09.2001;907,64;907,64;907,64;907,64;Pkt.;0
20.09.2001;879,46;879,46;879,46;879,46;Pkt.;0
21.09.2001;856,60;856,60;856,60;856,60;Pkt.;0
24.09.2001;888,68;888,68;888,68;888,68;Pkt.;0
25.09.2001;899,19;899,19;899,19;899,19;Pkt.;0
26.09.2001;898,61;898,61;898,61;898,61;Pkt.;0
27.09.2001;906,53;906,53;906,53;906,53;Pkt.;0
28.09.2001;926,02;926,02;926,02;926,02;Pkt.;0
01.10.2001;921,98;921,98;921,98;921,98;Pkt.;0
02.10.2001;932,32;932,32;932,32;932,32;Pkt.;0
03.10.2001;942,58;942,58;942,58;942,58;Pkt.;0
04.10.2001;951,37;951,37;951,37;951,37;Pkt.;0
