Datum;Eröffnung;Hoch;Tief;Schluss;Währung;Volumen
30.01.1970;94,25;94,25;94,25;94,25;Pkt.;0
27.02.1970;96,98;96,98;96,98;96,98;Pkt.;0
31.03.1970;97,07;97,07;97,07;97,07;Pkt.;0
30.04.1970;87,80;87,80;87,80;87,80;Pkt.;0
29.05.1970;82,06;82,06;82,06;82,06;Pkt.;0
30.06.1970;79,84;79,84;79,84;79,84;Pkt.;0
31.07.1970;84,59;84,59;84,59;84,59;Pkt.;0
31.08.1970;87,18;87,18;87,18;87,18;Pkt.;0
30.09.1970;89,79;89,79;89,79;89,79;Pkt.;0
30.10.1970;88,26;88,26;88,26;88,26;Pkt.;0
30.11.1970;90,04;90,04;90,04;90,04;Pkt.;0
31.12.1970;94,29;94,29;94,29;94,29;Pkt.;0
29.01.1971;98,42;98,42;98,42;98,42;Pkt.;0
26.02.1971;99,26;99,26;99,26;99,26;Pkt.;0
31.03.1971;103,41;103,41;103,41;103,41;Pkt.;0
30.04.1971;106,59;106,59;106,59;106,59;Pkt.;0
31.05.1971;103,86;103,86;103,86;103,86;Pkt.;0
30.06.1971;104,71;104,71;104,71;104,71;Pkt.;0
30.07.1971;102,84;102,84;102,84;102,84;Pkt.;0
31.08.1971;104,88;104,88;104,88;104,88;Pkt.;0
30.09.1971;103,68;103,68;103,68;103,68;Pkt.;0
29.10.1971;99,54;99,54;99,54;99,54;Pkt.;0
30.11.1971;100,18;100,18;100,18;100,18;Pkt.;0
31.12.1971;108,99;108,99;108,99;108,99;Pkt.;0
31.01.1972;112,77;112,77;112,77;112,77;Pkt.;0
29.02.1972;116,89;116,89;116,89;116,89;Pkt.;0
31.03.1972;118,30;118,30;118,30;118,30;Pkt.;0
28.04.1972;119,65;119,65;119,65;119,65;Pkt.;0
31.05.1972;121,88;121,88;121,88;121,88;Pkt.;0
30.06.1972;118,84;118,84;118,84;118,84;Pkt.;0
31.07.1972;120,47;120,47;120,47;120,47;Pkt.;0
31.08.1972;123,68;123,68;123,68;123,68;Pkt.;0
29.09.1972;121,59;121,59;121,59;121,59;Pkt.;0
31.10.1972;122,38;122,38;122,38;122,38;Pkt.;0
30.11.1972;128,59;128,59;128,59;128,59;Pkt.;0
29.12.1972;130,74;130,74;130,74;130,74;Pkt.;0
31.01.1973;130,82;130,82;130,82;130,82;Pkt.;0
28.02.1973;131,51;131,51;131,51;131,51;Pkt.;0
30.03.1973;131,48;131,48;131,48;131,48;Pkt.;0
30.04.1973;124,63;124,63;124,63;124,63;Pkt.;0
31.05.1973;124,05;124,05;124,05;124,05;Pkt.;0
29.06.1973;124,61;124,61;124,61;124,61;Pkt.;0
31.07.1973;127,35;127,35;127,35;127,35;Pkt.;0
31.08.1973;121,82;121,82;121,82;121,82;Pkt.;0
28.09.1973;125,11;125,11;125,11;125,11;Pkt.;0
31.10.1973;126,14;126,14;126,14;126,14;Pkt.;0
30.11.1973;109,55;109,55;109,55;109,55;Pkt.;0
31.12.1973;108,41;108,41;108,41;108,41;Pkt.;0
31.01.1974;109,01;109,01;109,01;109,01;Pkt.;0
28.02.1974;110,46;110,46;110,46;110,46;Pkt.;0
29.03.1974;107,42;107,42;107,42;107,42;Pkt.;0
30.04.1974;105,38;105,38;105,38;105,38;Pkt.;0
31.05.1974;100,89;100,89;100,89;100,89;Pkt.;0
28.06.1974;97,48;97,48;97,48;97,48;Pkt.;0
31.07.1974;91,46;91,46;91,46;91,46;Pkt.;0
30.08.1974;82,39;82,39;82,39;82,39;Pkt.;0
30.09.1974;74,45;74,45;74,45;74,45;Pkt.;0
31.10.1974;81,33;81,33;81,33;81,33;Pkt.;0
29.11.1974;79,81;79,81;79,81;79,81;Pkt.;0
31.12.1974;78,24;78,24;78,24;78,24;Pkt.;0
31.01.1975;89,40;89,40;89,40;89,40;Pkt.;0
28.02.1975;97,05;97,05;97,05;97,05;Pkt.;0
31.03.1975;97,51;97,51;97,51;97,51;Pkt.;0
30.04.1975;101,30;101,30;101,30;101,30;Pkt.;0
30.05.1975;103,45;103,45;103,45;103,45;Pkt.;0
30.06.1975;104,50;104,50;104,50;104,50;Pkt.;0
31.07.1975;98,48;98,48;98,48;98,48;Pkt.;0
29.08.1975;96,72;96,72;96,72;96,72;Pkt.;0
30.09.1975;92,43;92,43;92,43;92,43;Pkt.;0
31.10.1975;98,55;98,55;98,55;98,55;Pkt.;0
28.11.1975;101,01;101,01;101,01;101,01;Pkt.;0
31.12.1975;100,86;100,86;100,86;100,86;Pkt.;0
30.01.1976;109,64;109,64;109,64;109,64;Pkt.;0
27.02.1976;108,58;108,58;108,58;108,58;Pkt.;0
31.03.1976;109,62;109,62;109,62;109,62;Pkt.;0
30.04.1976;108,58;108,58;108,58;108,58;Pkt.;0
31.05.1976;106,53;106,53;106,53;106,53;Pkt.;0
30.06.1976;109,56;109,56;109,56;109,56;Pkt.;0
30.07.1976;108,29;108,29;108,29;108,29;Pkt.;0
31.08.1976;107,79;107,79;107,79;107,79;Pkt.;0
30.09.1976;108,44;108,44;108,44;108,44;Pkt.;0
29.10.1976;104,39;104,39;104,39;104,39;Pkt.;0
30.11.1976;103,72;103,72;103,72;103,72;Pkt.;0
31.12.1976;111,26;111,26;111,26;111,26;Pkt.;0
31.01.1977;107,26;107,26;107,26;107,26;Pkt.;0
28.02.1977;106,52;106,52;106,52;106,52;Pkt.;0
31.03.1977;105,58;105,58;105,58;105,58;Pkt.;0
29.04.1977;106,46;106,46;106,46;106,46;Pkt.;0
31.05.1977;104,73;104,73;104,73;104,73;Pkt.;0
30.06.1977;108,40;108,40;108,40;108,40;Pkt.;0
29.07.1977;106,66;106,66;106,66;106,66;Pkt.;0
31.08.1977;106,77;106,77;106,77;106,77;Pkt.;0
30.09.1977;107,81;107,81;107,81;107,81;Pkt.;0
31.10.1977;105,68;105,68;105,68;105,68;Pkt.;0
30.11.1977;106,71;106,71;106,71;106,71;Pkt.;0
30.12.1977;108,52;108,52;108,52;108,52;Pkt.;0
31.01.1978;105,02;105,02;105,02;105,02;Pkt.;0
28.02.1978;103,90;103,90;103,90;103,90;Pkt.;0
31.03.1978;108,28;108,28;108,28;108,28;Pkt.;0
28.04.1978;112,83;112,83;112,83;112,83;Pkt.;0
31.05.1978;113,93;113,93;113,93;113,93;Pkt.;0
30.06.1978;114,74;114,74;114,74;114,74;Pkt.;0
31.07.1978;122,68;122,68;122,68;122,68;Pkt.;0
31.08.1978;125,16;125,16;125,16;125,16;Pkt.;0
29.09.1978;126,27;126,27;126,27;126,27;Pkt.;0
31.10.1978;123,46;123,46;123,46;123,46;Pkt.;0
30.11.1978;118,76;118,76;118,76;118,76;Pkt.;0
29.12.1978;122,28;122,28;122,28;122,28;Pkt.;0
31.01.1979;125,06;125,06;125,06;125,06;Pkt.;0
28.02.1979;122,35;122,35;122,35;122,35;Pkt.;0
30.03.1979;127,07;127,07;127,07;127,07;Pkt.;0
30.04.1979;126,52;126,52;126,52;126,52;Pkt.;0
31.05.1979;123,96;123,96;123,96;123,96;Pkt.;0
29.06.1979;127,17;127,17;127,17;127,17;Pkt.;0
31.07.1979;127,75;127,75;127,75;127,75;Pkt.;0
31.08.1979;132,49;132,49;132,49;132,49;Pkt.;0
28.09.1979;135,08;135,08;135,08;135,08;Pkt.;0
31.10.1979;124,64;124,64;124,64;124,64;Pkt.;0
30.11.1979;128,08;128,08;128,08;128,08;Pkt.;0
31.12.1979;131,10;131,10;131,10;131,10;Pkt.;0
31.01.1980;138,59;138,59;138,59;138,59;Pkt.;0
29.02.1980;138,25;138,25;138,25;138,25;Pkt.;0
31.03.1980;122,96;122,96;122,96;122,96;Pkt.;0
30.04.1980;130,58;130,58;130,58;130,58;Pkt.;0
30.05.1980;136,57;136,57;136,57;136,57;Pkt.;0
30.06.1980;142,68;142,68;142,68;142,68;Pkt.;0
31.07.1980;146,63;146,63;146,63;146,63;Pkt.;0
29.08.1980;149,05;149,05;149,05;149,05;Pkt.;0
30.09.1980;153,09;153,09;153,09;153,09;Pkt.;0
31.10.1980;157,10;157,10;157,10;157,10;Pkt.;0
28.11.1980;163,23;163,23;163,23;163,23;Pkt.;0
31.12.1980;159,23;159,23;159,23;159,23;Pkt.;0
30.01.1981;154,16;154,16;154,16;154,16;Pkt.;0
27.02.1981;154,17;154,17;154,17;154,17;Pkt.;0
31.03.1981;159,20;159,20;159,20;159,20;Pkt.;0
30.04.1981;158,84;158,84;158,84;158,84;Pkt.;0
29.05.1981;155,30;155,30;155,30;155,30;Pkt.;0
30.06.1981;154,58;154,58;154,58;154,58;Pkt.;0
31.07.1981;151,51;151,51;151,51;151,51;Pkt.;0
31.08.1981;148,10;148,10;148,10;148,10;Pkt.;0
30.09.1981;136,53;136,53;136,53;136,53;Pkt.;0
30.10.1981;140,27;140,27;140,27;140,27;Pkt.;0
30.11.1981;150,25;150,25;150,25;150,25;Pkt.;0
31.12.1981;146,62;146,62;146,62;146,62;Pkt.;0
29.01.1982;144,02;144,02;144,02;144,02;Pkt.;0
26.02.1982;134,86;134,86;134,86;134,86;Pkt.;0
31.03.1982;130,75;130,75;130,75;130,75;Pkt.;0
30.04.1982;136,72;136,72;136,72;136,72;Pkt.;0
31.05.1982;132,83;132,83;132,83;132,83;Pkt.;0
30.06.1982;126,39;126,39;126,39;126,39;Pkt.;0
30.07.1982;124,34;124,34;124,34;124,34;Pkt.;0
31.08.1982;132,93;132,93;132,93;132,93;Pkt.;0
30.09.1982;133,11;133,11;133,11;133,11;Pkt.;0
29.10.1982;141,83;141,83;141,83;141,83;Pkt.;0
30.11.1982;148,92;148,92;148,92;148,92;Pkt.;0
31.12.1982;155,16;155,16;155,16;155,16;Pkt.;0
31.01.1983;158,03;158,03;158,03;158,03;Pkt.;0
28.02.1983;160,91;160,91;160,91;160,91;Pkt.;0
31.03.1983;166,14;166,14;166,14;166,14;Pkt.;0
29.04.1983;177,56;177,56;177,56;177,56;Pkt.;0
31.05.1983;175,38;175,38;175,38;175,38;Pkt.;0
30.06.1983;180,45;180,45;180,45;180,45;Pkt.;0
29.07.1983;176,80;176,80;176,80;176,80;Pkt.;0
31.08.1983;177,31;177,31;177,31;177,31;Pkt.;0
30.09.1983;180,47;180,47;180,47;180,47;Pkt.;0
31.10.1983;177,91;177,91;177,91;177,91;Pkt.;0
30.11.1983;182,06;182,06;182,06;182,06;Pkt.;0
30.12.1983;183,95;183,95;183,95;183,95;Pkt.;0
31.01.1984;185,04;185,04;185,04;185,04;Pkt.;0
29.02.1984;181,54;181,54;181,54;181,54;Pkt.;0
30.03.1984;189,61;189,61;189,61;189,61;Pkt.;0
30.04.1984;188,45;188,45;188,45;188,45;Pkt.;0
31.05.1984;173,85;173,85;173,85;173,85;Pkt.;0
29.06.1984;174,88;174,88;174,88;174,88;Pkt.;0
31.07.1984;168,27;168,27;168,27;168,27;Pkt.;0
31.08.1984;184,68;184,68;184,68;184,68;Pkt.;0
28.09.1984;183,52;183,52;183,52;183,52;Pkt.;0
31.10.1984;185,01;185,01;185,01;185,01;Pkt.;0
30.11.1984;183,85;183,85;183,85;183,85;Pkt.;0
31.12.1984;187,21;187,21;187,21;187,21;Pkt.;0
31.01.1985;197,06;197,06;197,06;197,06;Pkt.;0
28.02.1985;196,96;196,96;196,96;196,96;Pkt.;0
29.03.1985;203,30;203,30;203,30;203,30;Pkt.;0
30.04.1985;202,24;202,24;202,24;202,24;Pkt.;0
31.05.1985;212,13;212,13;212,13;212,13;Pkt.;0
28.06.1985;215,40;215,40;215,40;215,40;Pkt.;0
31.07.1985;219,31;219,31;219,31;219,31;Pkt.;0
30.08.1985;220,59;220,59;220,59;220,59;Pkt.;0
30.09.1985;221,70;221,70;221,70;221,70;Pkt.;0
31.10.1985;233,10;233,10;233,10;233,10;Pkt.;0
29.11.1985;245,57;245,57;245,57;245,57;Pkt.;0
31.12.1985;256,51;256,51;256,51;256,51;Pkt.;0
31.01.1986;259,75;259,75;259,75;259,75;Pkt.;0
28.02.1986;282,57;282,57;282,57;282,57;Pkt.;0
31.03.1986;309,60;309,60;309,60;309,60;Pkt.;0
30.04.1986;317,50;317,50;317,50;317,50;Pkt.;0
30.05.1986;315,98;315,98;315,98;315,98;Pkt.;0
30.06.1986;328,04;328,04;328,04;328,04;Pkt.;0
31.07.1986;330,05;330,05;330,05;330,05;Pkt.;0
29.08.1986;358,26;358,26;358,26;358,26;Pkt.;0
30.09.1986;343,35;343,35;343,35;343,35;Pkt.;0
31.10.1986;336,82;336,82;336,82;336,82;Pkt.;0
28.11.1986;350,46;350,46;350,46;350,46;Pkt.;0
31.12.1986;356,83;356,83;356,83;356,83;Pkt.;0
30.01.1987;398,11;398,11;398,11;398,11;Pkt.;0
27.02.1987;410,59;410,59;410,59;410,59;Pkt.;0
31.03.1987;435,35;435,35;435,35;435,35;Pkt.;0
30.04.1987;460,21;460,21;460,21;460,21;Pkt.;0
29.05.1987;460,18;460,18;460,18;460,18;Pkt.;0
30.06.1987;459,24;459,24;459,24;459,24;Pkt.;0
31.07.1987;467,74;467,74;467,74;467,74;Pkt.;0
31.08.1987;494,70;494,70;494,70;494,70;Pkt.;0
30.09.1987;485,40;485,40;485,40;485,40;Pkt.;0
30.10.1987;402,28;402,28;402,28;402,28;Pkt.;0
30.11.1987;391,76;391,76;391,76;391,76;Pkt.;0
31.12.1987;407,99;407,99;407,99;407,99;Pkt.;0
29.01.1988;417,21;417,21;417,21;417,21;Pkt.;0
29.02.1988;440,68;440,68;440,68;440,68;Pkt.;0
31.03.1988;453,23;453,23;453,23;453,23;Pkt.;0
29.04.1988;458,16;458,16;458,16;458,16;Pkt.;0
31.05.1988;448,23;448,23;448,23;448,23;Pkt.;0
30.06.1988;446,84;446,84;446,84;446,84;Pkt.;0
29.07.1988;454,48;454,48;454,48;454,48;Pkt.;0
31.08.1988;428,75;428,75;428,75;428,75;Pkt.;0
30.09.1988;446,17;446,17;446,17;446,17;Pkt.;0
31.10.1988;475,07;475,07;475,07;475,07;Pkt.;0
30.11.1988;490,80;490,80;490,80;490,80;Pkt.;0
30.12.1988;494,43;494,43;494,43;494,43;Pkt.;0
31.01.1989;511,51;511,51;511,51;511,51;Pkt.;0
28.02.1989;507,48;507,48;507,48;507,48;Pkt.;0
31.03.1989;503,41;503,41;503,41;503,41;Pkt.;0
28.04.1989;514,19;514,19;514,19;514,19;Pkt.;0
31.05.1989;500,76;500,76;500,76;500,76;Pkt.;0
30.06.1989;494,29;494,29;494,29;494,29;Pkt.;0
31.07.1989;549,29;549,29;549,29;549,29;Pkt.;0
31.08.1989;535,17;535,17;535,17;535,17;Pkt.;0
29.09.1989;549,42;549,42;549,42;549,42;Pkt.;0
31.10.1989;530,23;530,23;530,23;530,23;Pkt.;0
30.11.1989;550,53;550,53;550,53;550,53;Pkt.;0
29.12.1989;567,34;567,34;567,34;567,34;Pkt.;0
31.01.1990;539,94;539,94;539,94;539,94;Pkt.;0
28.02.1990;515,89;515,89;515,89;515,89;Pkt.;0
30.03.1990;483,82;483,82;483,82;483,82;Pkt.;0
30.04.1990;475,92;475,92;475,92;475,92;Pkt.;0
31.05.1990;525,10;525,10;525,10;525,10;Pkt.;0
29.06.1990;520,41;520,41;520,41;520,41;Pkt.;0
31.07.1990;524,18;524,18;524,18;524,18;Pkt.;0
31.08.1990;474,13;474,13;474,13;474,13;Pkt.;0
28.09.1990;423,14;423,14;423,14;423,14;Pkt.;0
31.10.1990;461,64;461,64;461,64;461,64;Pkt.;0
30.11.1990;453,05;453,05;453,05;453,05;Pkt.;0
31.12.1990;461,53;461,53;461,53;461,53;Pkt.;0
31.01.1991;477,39;477,39;477,39;477,39;Pkt.;0
28.02.1991;520,57;520,57;520,57;520,57;Pkt.;0
29.03.1991;504,26;504,26;504,26;504,26;Pkt.;0
30.04.1991;507,24;507,24;507,24;507,24;Pkt.;0
31.05.1991;517,76;517,76;517,76;517,76;Pkt.;0
28.06.1991;484,85;484,85;484,85;484,85;Pkt.;0
31.07.1991;506,78;506,78;506,78;506,78;Pkt.;0
30.08.1991;504,20;504,20;504,20;504,20;Pkt.;0
30.09.1991;516,43;516,43;516,43;516,43;Pkt.;0
31.10.1991;523,82;523,82;523,82;523,82;Pkt.;0
29.11.1991;499,99;499,99;499,99;499,99;Pkt.;0
31.12.1991;535,36;535,36;535,36;535,36;Pkt.;0
31.01.1992;524,45;524,45;524,45;524,45;Pkt.;0
28.02.1992;514,40;514,40;514,40;514,40;Pkt.;0
31.03.1992;489,18;489,18;489,18;489,18;Pkt.;0
30.04.1992;494,99;494,99;494,99;494,99;Pkt.;0
29.05.1992;513,67;513,67;513,67;513,67;Pkt.;0
30.06.1992;495,42;495,42;495,42;495,42;Pkt.;0
31.07.1992;495,64;495,64;495,64;495,64;Pkt.;0
31.08.1992;506,64;506,64;506,64;506,64;Pkt.;0
30.09.1992;500,95;500,95;500,95;500,95;Pkt.;0
30.10.1992;486,38;486,38;486,38;486,38;Pkt.;0
30.11.1992;494,11;494,11;494,11;494,11;Pkt.;0
31.12.1992;497,13;497,13;497,13;497,13;Pkt.;0
29.01.1993;497,83;497,83;497,83;497,83;Pkt.;0
26.02.1993;508,67;508,67;508,67;508,67;Pkt.;0
31.03.1993;537,20;537,20;537,20;537,20;Pkt.;0
30.04.1993;561,12;561,12;561,12;561,12;Pkt.;0
31.05.1993;573,07;573,07;573,07;573,07;Pkt.;0
30.06.1993;567,29;567,29;567,29;567,29;Pkt.;0
30.07.1993;578,02;578,02;578,02;578,02;Pkt.;0
31.08.1993;603,56;603,56;603,56;603,56;Pkt.;0
30.09.1993;591,44;591,44;591,44;591,44;Pkt.;0
29.10.1993;606,77;606,77;606,77;606,77;Pkt.;0
30.11.1993;571,49;571,49;571,49;571,49;Pkt.;0
31.12.1993;598,50;598,50;598,50;598,50;Pkt.;0
31.01.1994;637,01;637,01;637,01;637,01;Pkt.;0
28.02.1994;627,79;627,79;627,79;627,79;Pkt.;0
31.03.1994;599,74;599,74;599,74;599,74;Pkt.;0
29.04.1994;617,30;617,30;617,30;617,30;Pkt.;0
31.05.1994;617,91;617,91;617,91;617,91;Pkt.;0
30.06.1994;615,19;615,19;615,19;615,19;Pkt.;0
29.07.1994;625,89;625,89;625,89;625,89;Pkt.;0
31.08.1994;643,74;643,74;643,74;643,74;Pkt.;0
30.09.1994;625,81;625,81;625,81;625,81;Pkt.;0
31.10.1994;642,57;642,57;642,57;642,57;Pkt.;0
30.11.1994;613,68;613,68;613,68;613,68;Pkt.;0
30.12.1994;618,59;618,59;618,59;618,59;Pkt.;0
31.01.1995;608,26;608,26;608,26;608,26;Pkt.;0
28.02.1995;616,07;616,07;616,07;616,07;Pkt.;0
31.03.1995;644,67;644,67;644,67;644,67;Pkt.;0
28.04.1995;666,04;666,04;666,04;666,04;Pkt.;0
01.05.1995;666,27;666,27;666,27;666,27;Pkt.;0
02.05.1995;672,07;672,07;672,07;672,07;Pkt.;0
03.05.1995;676,15;676,15;676,15;676,15;Pkt.;0
04.05.1995;676,97;676,97;676,97;676,97;Pkt.;0
05.05.1995;673,96;673,96;673,96;673,96;Pkt.;0
08.05.1995;680,05;680,05;680,05;680,05;Pkt.;0
09.05.1995;679,02;679,02;679,02;679,02;Pkt.;0
10.05.1995;676,62;676,62;676,62;676,62;Pkt.;0
11.05.1995;670,03;670,03;670,03;670,03;Pkt.;0
12.05.1995;666,90;666,90;666,90;666,90;Pkt.;0
15.05.1995;667,54;667,54;667,54;667,54;Pkt.;0
16.05.1995;667,57;667,57;667,57;667,57;Pkt.;0
17.05.1995;667,69;667,69;667,69;667,69;Pkt.;0
18.05.1995;658,19;658,19;658,19;658,19;Pkt.;0
19.05.1995;657,29;657,29;657,29;657,29;Pkt.;0
22.05.1995;655,55;655,55;655,55;655,55;Pkt.;0
23.05.1995;661,84;661,84;661,84;661,84;Pkt.;0
24.05.1995;664,29;664,29;664,29;664,29;Pkt.;0
25.05.1995;670,63;670,63;670,63;670,63;Pkt.;0
26.05.1995;672,84;672,84;672,84;672,84;Pkt.;0
29.05.1995;670,39;670,39;670,39;670,39;Pkt.;0
30.05.1995;672,08;672,08;672,08;672,08;Pkt.;0
31.05.1995;670,63;670,63;670,63;670,63;Pkt.;0
01.06.1995;671,71;671,71;671,71;671,71;Pkt.;0
02.06.1995;676,94;676,94;676,94;676,94;Pkt.;0
05.06.1995;679,01;679,01;679,01;679,01;Pkt.;0
06.06.1995;674,65;674,65;674,65;674,65;Pkt.;0
07.06.1995;675,37;675,37;675,37;675,37;Pkt.;0
08.06.1995;669,36;669,36;669,36;669,36;Pkt.;0
09.06.1995;665,80;665,80;665,80;665,80;Pkt.;0
12.06.1995;664,07;664,07;664,07;664,07;Pkt.;0
13.06.1995;664,88;664,88;664,88;664,88;Pkt.;0
14.06.1995;666,84;666,84;666,84;666,84;Pkt.;0
15.06.1995;667,56;667,56;667,56;667,56;Pkt.;0
16.06.1995;669,44;669,44;669,44;669,44;Pkt.;0
19.06.1995;672,72;672,72;672,72;672,72;Pkt.;0
20.06.1995;672,76;672,76;672,76;672,76;Pkt.;0
21.06.1995;675,88;675,88;675,88;675,88;Pkt.;0
22.06.1995;680,59;680,59;680,59;680,59;Pkt.;0
23.06.1995;681,74;681,74;681,74;681,74;Pkt.;0
26.06.1995;675,39;675,39;675,39;675,39;Pkt.;0
27.06.1995;673,41;673,41;673,41;673,41;Pkt.;0
28.06.1995;669,94;669,94;669,94;669,94;Pkt.;0
29.06.1995;667,74;667,74;667,74;667,74;Pkt.;0
30.06.1995;669,32;669,32;669,32;669,32;Pkt.;0
03.07.1995;672,12;672,12;672,12;672,12;Pkt.;0
04.07.1995;674,96;674,96;674,96;674,96;Pkt.;0
05.07.1995;676,85;676,85;676,85;676,85;Pkt.;0
06.07.1995;682,97;682,97;682,97;682,97;Pkt.;0
07.07.1995;692,25;692,25;692,25;692,25;Pkt.;0
10.07.1995;693,42;693,42;693,42;693,42;Pkt.;0
11.07.1995;694,73;694,73;694,73;694,73;Pkt.;0
12.07.1995;697,83;697,83;697,83;697,83;Pkt.;0
13.07.1995;699,03;699,03;699,03;699,03;Pkt.;0
14.07.1995;697,16;697,16;697,16;697,16;Pkt.;0
17.07.1995;699,02;699,02;699,02;699,02;Pkt.;0
18.07.1995;695,24;695,24;695,24;695,24;Pkt.;0
19.07.1995;688,93;688,93;688,93;688,93;Pkt.;0
20.07.1995;691,46;691,46;691,46;691,46;Pkt.;0
21.07.1995;690,46;690,46;690,46;690,46;Pkt.;0
24.07.1995;696,03;696,03;696,03;696,03;Pkt.;0
25.07.1995;694,82;694,82;694,82;694,82;Pkt.;0
26.07.1995;698,24;698,24;698,24;698,24;Pkt.;0
27.07.1995;701,20;701,20;701,20;701,20;Pkt.;0
28.07.1995;701,48;701,48;701,48;701,48;Pkt.;0
31.07.1995;701,69;701,69;701,69;701,69;Pkt.;0
01.08.1995;696,73;696,73;696,73;696,73;Pkt.;0
02.08.1995;695,45;695,45;695,45;695,45;Pkt.;0
03.08.1995;698,10;698,10;698,10;698,10;Pkt.;0
04.08.1995;696,37;696,37;696,37;696,37;Pkt.;0
07.08.1995;695,03;695,03;695,03;695,03;Pkt.;0
08.08.1995;695,04;695,04;695,04;695,04;Pkt.;0
09.08.1995;694,04;694,04;694,04;694,04;Pkt.;0
10.08.1995;688,70;688,70;688,70;688,70;Pkt.;0
11.08.1995;684,89;684,89;684,89;684,89;Pkt.;0
14.08.1995;686,53;686,53;686,53;686,53;Pkt.;0
15.08.1995;681,60;681,60;681,60;681,60;Pkt.;0
16.08.1995;688,02;688,02;688,02;688,02;Pkt.;0
17.08.1995;684,99;684,99;684,99;684,99;Pkt.;0
18.08.1995;687,91;687,91;687,91;687,91;Pkt.;0
21.08.1995;686,55;686,55;686,55;686,55;Pkt.;0
22.08.1995;685,88;685,88;685,88;685,88;Pkt.;0
23.08.1995;685,00;685,00;685,00;685,00;Pkt.;0
24.08.1995;684,35;684,35;684,35;684,35;Pkt.;0
25.08.1995;685,58;685,58;685,58;685,58;Pkt.;0
28.08.1995;685,48;685,48;685,48;685,48;Pkt.;0
29.08.1995;684,75;684,75;684,75;684,75;Pkt.;0
30.08.1995;682,06;682,06;682,06;682,06;Pkt.;0
31.08.1995;684,96;684,96;684,96;684,96;Pkt.;0
01.09.1995;687,04;687,04;687,04;687,04;Pkt.;0
04.09.1995;685,48;685,48;685,48;685,48;Pkt.;0
05.09.1995;688,49;688,49;688,49;688,49;Pkt.;0
06.09.1995;687,11;687,11;687,11;687,11;Pkt.;0
07.09.1995;687,88;687,88;687,88;687,88;Pkt.;0
08.09.1995;690,58;690,58;690,58;690,58;Pkt.;0
11.09.1995;694,38;694,38;694,38;694,38;Pkt.;0
12.09.1995;694,19;694,19;694,19;694,19;Pkt.;0
13.09.1995;694,77;694,77;694,77;694,77;Pkt.;0
14.09.1995;698,10;698,10;698,10;698,10;Pkt.;0
15.09.1995;697,07;697,07;697,07;697,07;Pkt.;0
18.09.1995;692,75;692,75;692,75;692,75;Pkt.;0
19.09.1995;693,91;693,91;693,91;693,91;Pkt.;0
20.09.1995;697,50;697,50;697,50;697,50;Pkt.;0
21.09.1995;700,79;700,79;700,79;700,79;Pkt.;0
22.09.1995;698,14;698,14;698,14;698,14;Pkt.;0
25.09.1995;694,98;694,98;694,98;694,98;Pkt.;0
26.09.1995;695,01;695,01;695,01;695,01;Pkt.;0
27.09.1995;698,36;698,36;698,36;698,36;Pkt.;0
28.09.1995;699,69;699,69;699,69;699,69;Pkt.;0
29.09.1995;703,80;703,80;703,80;703,80;Pkt.;0
02.10.1995;697,04;697,04;697,04;697,04;Pkt.;0
03.10.1995;698,47;698,47;698,47;698,47;Pkt.;0
04.10.1995;700,12;700,12;700,12;700,12;Pkt.;0
05.10.1995;701,81;701,81;701,81;701,81;Pkt.;0
06.10.1995;701,39;701,39;701,39;701,39;Pkt.;0
09.10.1995;698,01;698,01;698,01;698,01;Pkt.;0
10.10.1995;693,73;693,73;693,73;693,73;Pkt.;0
11.10.1995;691,15;691,15;691,15;691,15;Pkt.;0
12.10.1995;695,98;695,98;695,98;695,98;Pkt.;0
13.10.1995;697,78;697,78;697,78;697,78;Pkt.;0
16.10.1995;698,79;698,79;698,79;698,79;Pkt.;0
17.10.1995;699,57;699,57;699,57;699,57;Pkt.;0
18.10.1995;698,73;698,73;698,73;698,73;Pkt.;0
19.10.1995;701,37;701,37;701,37;701,37;Pkt.;0
20.10.1995;702,03;702,03;702,03;702,03;Pkt.;0
23.10.1995;699,11;699,11;699,11;699,11;Pkt.;0
24.10.1995;698,51;698,51;698,51;698,51;Pkt.;0
25.10.1995;694,78;694,78;694,78;694,78;Pkt.;0
26.10.1995;687,78;687,78;687,78;687,78;Pkt.;0
27.10.1995;684,82;684,82;684,82;684,82;Pkt.;0
30.10.1995;689,95;689,95;689,95;689,95;Pkt.;0
31.10.1995;691,60;691,60;691,60;691,60;Pkt.;0
01.11.1995;690,23;690,23;690,23;690,23;Pkt.;0
02.11.1995;696,02;696,02;696,02;696,02;Pkt.;0
03.11.1995;697,05;697,05;697,05;697,05;Pkt.;0
06.11.1995;696,67;696,67;696,67;696,67;Pkt.;0
07.11.1995;695,97;695,97;695,97;695,97;Pkt.;0
08.11.1995;698,96;698,96;698,96;698,96;Pkt.;0
09.11.1995;700,93;700,93;700,93;700,93;Pkt.;0
10.11.1995;700,71;700,71;700,71;700,71;Pkt.;0
13.11.1995;697,09;697,09;697,09;697,09;Pkt.;0
14.11.1995;696,52;696,52;696,52;696,52;Pkt.;0
15.11.1995;700,24;700,24;700,24;700,24;Pkt.;0
16.11.1995;702,79;702,79;702,79;702,79;Pkt.;0
17.11.1995;705,32;705,32;705,32;705,32;Pkt.;0
20.11.1995;708,13;708,13;708,13;708,13;Pkt.;0
